專利名稱,唯一識別碼
行動廣告機車安全帽,3b33b4a5-eb4a-4c68-bda8-5ca3bba3ef77
薄膜電晶體及其製造方法以及具有前述薄膜電晶體的半導體裝置,3b359b7c-ced6-4557-b696-87201fae421f
骨板組件,36e8baf0-b307-4b24-acfb-804711bba1fa
治療代謝病症之抗－ＡＰ２抗體及抗原結合劑,37011114-b57c-4dd4-97e1-9ae06942d697
單埠靜態隨機存取記憶體,3ea7f2bb-1599-4aab-89bf-559939b8df33
能藉由二嵌段共聚物的自組裝而產生奈米結構之製程,3ea0fe57-bacc-4bd7-9368-69864ff6a410
具標籤減量化之網頁處理方法及其生成方法,3bd46e9b-03f9-438a-b0fe-9dd927cb547f
高分子化合物、感放射線性組成物及圖型形成方法,38b76d1c-b7a4-40c5-843a-c78bf8d2d935
遺體顏面軟組織修復劑,3da66fd6-49a5-461a-aa42-e977e05213c4
４，５-環化１，２，４-三唑酮,3e2fd6fd-865f-42d1-ab81-45e79689458c
ｎ型導電材料及該製造方法,53551ae1-8c9a-4a3d-9b75-e8f8fc872648
即時交通路況的通報與形成方法,56efca40-b0e3-4ac1-a26d-d25d189123da
用於腹膜透析之遠端照護系統及其方法,5703b418-87c0-4ef6-8f3c-31b64fc9e01d
一種防曬組成物,5753a428-804d-40e1-8f99-37f61866a36e
雙埠靜態隨機存取記憶體,5620ae03-68e8-47bd-b28b-3309ad415d79
裂縫尖端斷裂預測系統,56214311-0ea0-4cfc-9a5c-00777dad05eb
包含度他雄胺的醫藥組合物及含此組合物的膠囊製劑,4a50004d-3083-44f0-9a9f-51b5520a3c74
火工品負載模擬校正裝置及變容測試裝置及測試方法,4b8cf512-393b-485d-bc91-9e2f434a0563
硏究主題的心智圖產生方法,4be4c5c5-391c-4ced-92b8-83ae9cf1772e
農業裝填設備,4ae7af09-3376-4268-8ee9-e8692807f154
針頭回收桶固定裝置,4c014221-3255-406c-b0df-b8b88dd860ea
千層紙素A的合成方法,54a57559-d585-4de9-9e84-d682e83fd70f
用以用於治療ＨＴＬＶ－１相關脊髓病之醫藥組成物,550727b0-3c2e-4141-9a32-89d167cbf2ad
７Ｔ雙埠靜態隨機存取記憶體,636b8df1-bdb0-45b3-8a60-117fff6191a3
鋰電池用結合劑,58c2b030-ba5d-4b43-8a01-6d6d23578f2c
多功能洗淨設備,5a24abc2-707b-49da-9937-b94897a999d6
用於差動結構之積體電路的可變電容器,7aefcfd4-26d7-490c-b139-bec26e6bfb7d
無銀電極式之水氣與氧氣穿透感測結構,7ae3b5e7-9631-472d-b46f-59dbd60e56e5
逃生門監控系統,7b5acfae-0669-499b-945a-fcb50c8b1339
利用音頻訊號判斷流體管路窄化的檢測裝置、電腦程式產品及電腦可讀取媒體,7b2b23f5-114b-4f40-8073-96d3a38e622b
石墨礦純化方法,7b2dba53-f7c0-41a9-ae4e-3f677a4db4bd
用於製造與人類凝乳酶的活性相關疾病之預防治療用藥劑之具有黃酮醇骨架之化合物或其藥學上容許之鹽的用途,732bcfbb-221c-4fc2-842d-5124f50bfe89
多向管狀織物及其織造方法,79d661f0-221c-49b9-8115-16cf7a86d806
視訊解碼方法,7a241a51-7b81-48ec-a206-9019e67b9e7e
製造格爾伯特醇（Ｇｕｅｒｂｅｔａｌｃｏｈｏｌ）之方法,79fb915b-75ca-4bde-a42c-6b8431ad0787
提升布料防曬係數之製作方法,7acd6033-b393-4357-821b-29453da0e2f3
鋰電池用結著劑,77eca758-d736-4a12-89ab-8c36c58ddd13
體內血管自動吻合器之覆套及其製法,78ab7047-8d92-4e64-aade-3ead11422ad5
氧化物介電體及其製造方法，以及固體電子裝置及其製造方法,796aaac4-62df-4345-932c-14a590e27d13
智能避險型氣囊安全帽,785fbae1-e9f9-41bb-b7b4-0bf70d9cf891
防止嬰幼兒反鎖車內的裝置及其方法,5b4b7453-3546-4a52-ad33-a8ee76ae5f8c
嗎啡喃衍生物,6a8db032-7cc0-4a43-ac05-a82401195203
水中微生物檢測系統及方法,6a98da1a-a15c-4f0e-afd4-1f0ce39a9bf1
客製化人工瓣膜之設計方法、執行該設計方法的程式產品,6afc9928-9453-48dc-8f0a-0ee26e51beef
染色之聚丙烯纖維構造物及使用其之衣料品,6b930b59-aac9-4d69-8c80-6695adb896af
新穎的鐵電體材料,6b4e7d6f-1bfe-40cd-b5c5-38bd3907ee2f
遊戲式教學暨學習系統,645c00c7-8ac9-4676-937f-fba35aa726e3
應用於雲端儲存服務之關鍵字搜尋方法,55711e46-7991-4eea-9d71-316c8b11d1ec
減緩酒精性肝損傷的香蕉花醱酵醋飲及其製造方法暨其應用,5521c155-8e17-4044-b9a4-854d205d5b4e
活體內NO產生裝置,556215b4-68a6-4b59-be40-dff322c0afa6
一種醫藥組合物用於製備治療、減少、預防或改善視神經病變後的視覺功能退化之藥物的用途,55638240-7c9b-46a9-84b8-ead969c016b9
５Ｔ靜態隨機存取記憶體,6625ff59-e22a-4756-8a68-2178e0d34907
道路人手孔結構體之有效監測裝置及維修工法,65c24b7f-804d-4c0b-8fb4-08c85eece5b2
雨天感測控制系統,64c1386a-2eaa-41fc-ab11-6cc32f71e915
置換式無線觸控晶片系統,6a840ab1-49e9-4351-a003-366598ebde00
非金屬半導體量子點及以其進行化學反應或光致發光反應的方法,681b044f-c951-4476-946a-8339181952f9
溫泉泥漿皂製備方法,68189c89-3a73-4291-bf6f-7d946d902695
仿子宮嬰兒巢照護結構,6c4bf9b8-3023-42ad-b13b-d771525cec57
化合物、圖案形成用基板、偶合劑及圖案形成方法,69804593-f8c0-4a0e-b2bd-e758d67c8e7e
作為輸出或輸入時所使用纖維之電信號之換能器,69e1d1db-3b41-4b07-a59b-048575b5ae02
轉彎方向指示裝置,608f9b2c-192e-455d-835f-84bde19eb23d
電力整合系統,5ef73d70-b92d-4eed-81e8-f201645df5cf
可縮放核酸奈米製造技術,60976c18-cd0d-476e-9568-8b10a11dcf9c
一種［\ue0ae\ue0b0Ｇａ］三氯化鎵溶液的處理裝置及處理方法以及\ue0ae\ue0b0Ｇａ正子放射性同位素標誌的標誌裝置及標誌方法,617cb919-3a84-48a8-97ce-ad5426582e54
具高寫入速度之５ｔ靜態隨機存取記憶體,5e3971a7-1cef-4e7f-a62c-8fe352471d41
半導體裝置,5f69c001-c6c0-4ae1-b974-9a894c937b06
氧化鐵系強磁性膜及氧化鐵系強磁性膜之製造方法,5f7516be-5a15-46aa-986e-953fc5682b93
一種尼龍纖維材料的染色組成物及使用其之染色程序,63766458-48a2-4930-96f2-05ad8d7c0111
低刺激性洗髮精組成物,63776bfb-2e82-4bed-b7f7-4cb8d71b9dcb
複合式抑菌劑的用途,6352d560-8b4c-40fc-8a1c-6a41069fa386
５Ｔ靜態隨機存取記憶體,63971080-859f-4743-bb2c-064220431d22
軌道立體檢測系統,64c7a9ca-cff5-41d0-9d4a-fe1c9328c7dc
雷射掃描系統、雷射掃描方法、移動雷射掃描系統及程式,6c31902a-7ab4-4e68-a444-16a044bbb955
用於串聯電池組之電路裝置,702f1516-38a9-4711-b80d-d9ad5b7a47cf
７Ｔ雙埠靜態隨機存取記憶體（一）,711fa0da-217f-4529-9e5f-e8c99cfab946
影像編碼及解碼之方法及裝置,6c8f423d-a3de-4489-a4e1-8b8e47914d85
執行階級棋遊戲之操作方法、電腦程式產品及電腦可讀取記錄媒體,6ccde875-f023-4d37-bb18-91662b93ad2d
多孔性粒子、多孔性粒子之製造方法及嵌段共聚物,6ef1ef67-a9de-46bd-b4e9-05fba0485c1e
四足動物發情偵測方法,6f39aa2b-1d0c-4104-a543-e8049139fdbb
光學感測器,6cc87308-9a5c-40ff-af86-64108a4b2eb5
具高寫入速度之７Ｔ靜態隨機存取記憶體,7145fe36-7610-4991-a77b-a0eaf0095871
苧麻萃取物用於製備保護細胞與美白抗皺組合物之用途,710aa3f2-c476-4821-ba9a-e57f4fc61799
含神經醯胺類之水包油型乳化液,7557565c-6219-4f93-ae81-f142373b3be0
減少基板脆性的方法和結構,73fa8f87-7970-424a-a560-b3ad6c9de9df
耐久性柔性鋪面之維修方法,74db1240-cf38-4ff0-b42d-856abad3a87a
微影用組成物、圖案形成方法及化合物,74deec80-1fc8-4144-8750-db4d67c40739
智能紅外線溫度監測系統,7690eba7-d6b7-46fb-98cc-118c620cb5cb
育成服務系統,652a4847-66c5-4a3f-ae09-91e502a9353d
感光性組合物、具圖案之基板、細胞培養支撐體及培養細胞之製造方法,659d6020-6ce5-46be-a990-0fbc52977cdd
畫作缺陷檢測方法,64f67c80-0ec9-4363-a821-19dd91feea1b
自我修復水膠製法及自我修復水膠,69099930-7088-4f7c-84cc-b2ea7f4ac91a
肥皂製造裝置及其製造方法,674d7998-c050-4384-be50-302178aa18bf
單埠靜態隨機存取記憶體,6737f302-0892-4b7b-9dab-40d4fe3b0a13
一種纖維材料的染色組成物及使用其之染色程序,62c297c0-ffbe-4b01-8b35-84ce647aa208
皮膚外用劑及其製造方法,68d41497-9377-41b0-85b8-e32fa88f3307
傷口量測電子尺具,6a258f5d-9815-4e5c-b95d-d41af135df71
自動裁切裝置,6992cf08-1350-4773-9427-d3d1545d88de
乾式黏接劑及其製造方法以及乾式黏接結構物的注塑方法,6e0e5663-9547-4a52-9f70-6a5aeb830cd4
積層體、蝕刻罩幕、積層體的製造方法、及蝕刻罩幕的製造方法、及薄膜電晶體的製造方法,6d3bd8de-637d-4d6e-a234-d869f97dce81
低頻反射式消音方法,6ece0ece-a64b-4c39-99dc-8bb3aa6c24dd
太陽能和熱電模組併用的海水淡化裝置,5f9fa9ee-6f1c-4596-ba90-1407ecfbce8d
結合實境照片之認知訓練方法、電腦程式產品及系統,60af7e4d-3219-45fe-992c-cb359f1cef88
糖類改質矽氧烷水溶性界面活性劑、其製備方法及應用,5ff0daff-8bdc-4ff9-81e0-041adc20fa56
促進毛囊生成之醫藥組成物及其製備方法與用途,5e9cb97f-1081-47e5-be85-41ffe4c35a08
工件硏磨方法及硏磨墊的修整方法,73d12e39-ef1d-4c2b-8a90-cb6986c7e029
７Ｔ雙埠靜態隨機存取記憶體,74047677-52dd-428d-9524-f174bddc6158
具高寫入速度之５Ｔ靜態隨機存取記憶體,73d85e79-48b0-40a0-8c17-2c227504e7cb
非酒精性脂肪性肝病之非人類模式動物,7240b423-fe2e-41d7-aeb3-3fd3c4744fb7
用於減少嵌段共聚物膜缺陷度之方法,72f9ea31-27be-446d-a675-9d01fef3a73b
一種檞皮素型界面活性劑、其製備方法與應用,735d8599-12ec-4e4a-872a-84a03bdf634e
廢水處理用之厭氧氨氧化菌（Ａｎａｍｍｏｘ）菌群保持用載體以及厭氧氨氧化菌群附著體及使用該附著體之廢水處理裝置,7663d9d1-680c-407f-acc9-199f2d762f54
氧化物半導體層及其製造方法、與氧化物半導體的前驅物、氧化物半導體層、半導體元件及電子裝置,9510b4dc-ff17-4c4d-b1c6-a66c3b1cb411
有機電場發光元件及顯示裝置或照明裝置,94e643df-b4ba-4585-b1ab-f47f4c56d177
延遲螢光有機電場發光元件、顯示裝置及照明裝置,94668152-7200-4ad1-95c7-16d3da7ae646
具高寫入速度之雙埠靜態隨機存取記憶體,9629f7c0-d879-4f50-9269-e6fd274005e9
可擴張骨科植入物,8bb77f8b-cec4-44bd-bff7-93bdc2e88a61
一種水性聚氨酯分散液及其製備方法,8c688c5d-6e0b-4eef-98a0-d609039bfbbb
黏彈性組合物,8ccdbd4f-31d3-4532-8a9f-64a516f3d920
英文寫作作品的評分方法與系統,8dcf735c-84bd-4bbf-a866-dce0702ae5a5
複合式管路固定結構,897d6738-014d-46cc-bf5c-80bbf1484a42
廢水處理系統及方法,8ed0e6de-7d34-432d-bb23-368c8352879f
一種纖維材料的染色組成物及使用其之染色程序,85aeaa39-2afe-4576-84c7-800a18e937b7
雙埠靜態隨機存取記憶體,84f0fb36-ba8a-47e8-a809-84f74d774e52
含溫度感應型材料之緩釋型奈米纖維及其製法,991f2a5e-3b34-4d45-81bc-231eec3a7b53
用於製造精細圖案化膜的設備及方法,9ab2b4f9-0995-4f89-a89e-84fedec15e19
軸旋式可變傢俱,9858790d-41bc-4262-af54-8e9cb5a21b7b
廢水處理系統及方法,996641a0-8eb7-4aa7-a6ba-8cac39c0ad72
動態逃生燈之連線系統,99672961-209e-4080-89f6-32889ded6d87
電光指示緊急逃生系統,99f0d8f8-9f14-43c8-80a5-7d345cccd0d9
用於保護眼內組織的薄膜及其保護方法,9a77f76a-073b-4785-b560-b8437587fb8b
誘導CD8+ T細胞的組成物及方法,9b08ba68-478c-4e92-bf11-02cd8e1bfe99
一種毛料纖維材料的染色組成物及使用其之染色程序,9b27371f-70c1-4652-9b41-d4c42b3e0dfb
微影用材料及其製造方法、微影用組成物、圖型形成方法及化合物、樹脂及此等之純化方法,9afec506-2f19-4b77-b503-3c3852da239d
藉由投予抗HER3抗體－藥物複合體之EGFR－TKI抗性之非小細胞肺癌的治療方法,813ebd32-230b-4142-8c6b-ec5378873221
手持設備電力分享裝置,821ab39f-220e-4784-aa64-bb9b868aed24
甘草漱口液,7f09b1ec-d3e0-451e-ae6a-37b5077a6168
一種纖維材料的染色組成物及使用其之染色程序,7f893fc1-eb8d-4740-8bf1-0c0292fd63f6
複合構件及複合構件的製造方法及脂肪族聚碳酸酯含有層,7c27da2c-057b-4a47-a564-84e27b3519cf
單埠靜態隨機存取記憶體,7c65810f-8618-47f7-8802-e4c9199b151c
７Ｔ雙埠靜態隨機存取記憶體,7bc5d4f5-1e0f-41f5-88fd-f67483364ad3
脂質運載蛋白型前列腺素Ｄ２合成酵素產生促進劑,823d16fb-46da-42bf-88cd-901ac6413f18
電化學發光電池、電化學發光電池之發光層形成用組合物以及電化學發光電池之發光層用離子性化合物,827322ac-2623-4cdc-977d-5fef324dbcf4
兼具緊急逃生照明與居家照明的照明暨指示系統,83b480c2-b649-4ec4-919b-24e8661186ab
經設計以承受可程式化變換之暫態裝置,8a9b8e21-9466-45de-bc5b-8528c7cbc902
７Ｔ雙埠靜態隨機存取記憶體,8a44e879-a125-46e4-9f86-f9cdd6ab7267
染色之聚丙烯纖維構造物、使用其之衣料品、及蒽醌系化合物,8c44094e-da5e-4cc1-85f8-e679d127a66f
陶瓷顆粒強化型ABS材料及其製造方法,8b1306c5-dc5f-44be-a19b-541d03d12841
超音波探頭固定器,8a78c659-25f6-4ab4-a776-7a0d7c1d9bd3
待機電路控制裝置,8fdc9852-7352-4af7-a230-f5ce2fad25d2
幾丁聚醣－矽氧烷型界面活性劑、其製備方法與應用,9830680b-4261-4358-9142-974c14d08bed
2,93f74e8e-3696-43f9-97af-d4efe1b97961
音樂推薦方法及其電腦程式產品,93a23160-8e00-4577-a23f-648ce2564eff
縮合環化合物及包含其之有機發光裝置,95a9fd60-237f-446f-a2e6-da50a9ba7213
表面電漿共振光纖感測元件及其製造方法,91ab18cd-8981-4d05-87da-ffa76cb3a27c
伴侶動物防護監控裝置,91f151f1-aee2-41c6-b380-214aa3b8ac6a
印刷配線板及其製造方法,9288adc6-5315-41d4-a352-5d4d5fe1dc0a
雙埠靜態隨機存取記憶體,9288c923-548f-4f43-a62e-540fe23fdefa
形成用於像素化顯示器之多層結構之方法及用於像素化顯示器之多層結構,911470b6-8fde-48a2-b2fe-b756fe0bd516
具抑菌功效之組合物及其萃取方法,974f26d4-7aed-40a9-8527-09d68571643a
一種苦茶油粕之萃取方法、其萃取液、及其用途,94ab9fe0-831e-45b3-ab65-584abb5c3bf1
以聲波檢測之金屬磨耗檢測系統,96c3e7f6-6def-48e6-bd67-a65fa574aa76
智慧伴讀裝置,972759de-65e9-4f75-94e9-c50682de16ec
兩劑型洗髮精,97a40a7d-3f63-4faa-be6a-66407da36fd4
組織工程支架塑型容器,97d20203-9056-4c1c-9728-20c78f3821d9
多腔暨多支並聯機構之消音方法,7f7fb6a2-0609-4ab6-9e03-7a3ace3e5976
基於ｉｂｅａｃｏｎ之失智老人看護通訊方法及系統,808aaa27-00de-4cd8-ac1b-eb00a00958bd
杭荊芥萃取物及其用於製備抑制皮屑芽孢菌組成物之用途,82e235b1-199d-4d19-8749-4bc61762bf7a
灌食便利袋,7da8c6fd-8ce8-41db-8c3b-76e68e092381
癌症免疫療法之新穎生物標記,81984171-958e-486a-943e-2f6f6d98f34f
一種木質素－糖型界面活性劑、製備方法及其應用,840bfbc7-2079-4bc2-ad68-a4b3bc818cb7
１，４-二\ue3d7烷分解菌檢測用引子組、１，４-二\ue3d7烷分解菌的檢測．定量方法,8435ad14-38a5-4ca1-92df-1f7b65ed3ed6
可調整之機車踏板,854d08b3-06da-4a91-85cf-45a6a2d28cb9
電池裝置,842d5053-2094-49e7-99fe-cb3368c06212
第I型甲醯胜肽受體拮抗劑及其用途,8d1305cf-94e6-4a7e-b8da-1f103f5e9930
光源條件分析方法及裝置,8d917431-100b-4fac-8995-a416d4c9afe5
接合基板、彈性表面波元件、彈性表面波元件裝置以及接合基板的製造方法,8da02fb0-f805-493e-a47d-24b0d9685d81
樟菇酸類化合物用以改善藻華現象之用途,8fff3304-a870-4162-9748-66d1c926c6d6
金屬絲穿繞導引器,9027072f-eda2-411d-821c-194c9fabdcb5
基於物聯網之失智老人看護系統,8d506d3f-8fda-47fc-97bc-5486f545ec50
細胞治療反應的判斷方法,8b52350f-95fc-4224-bd38-b0b3e6183b4d
行車記錄裝置及其方法,8b389022-8755-4fbe-b57e-fbefd4673804
金屬梯度摻雜鋰電池正極材料,8b9734c0-9e2d-4463-814c-f4fdf0d85266
立體影像與紅外線熱影像整合方法及其裝置,8f4a282a-8301-472b-a6bf-7b870666709d
５Ｔ單埠靜態隨機存取記憶體,8fd4579f-98b3-41d8-b526-58cf8db606d1
北冬蟲夏草的培育方法,8ce761cf-8be8-4293-8f4a-6430ec531ab5
具高讀取速度之５Ｔ單埠靜態隨機存取記憶體,905fa83e-1427-49d4-8d56-ea25d4ec942d
高分子化合物、感放射線性組成物及圖型形成方法,9c7e44bd-0b6d-43ef-99f0-f0c1861e8ec2
具免疫調節機能的植物乳桿菌及其用途,9e55f842-a64f-482c-a82f-5e9510fc7d33
整合雲端應用服務於家計蔬果需求與物流宅配的系統與方法,9d0f591e-85cc-4346-9526-67bb15af4d11
以脈波頻率調變控制諧振電路之方法及其系統,9bc033a7-44e7-4b3d-b5b0-18038ee0f7dc
多環芳香族化合物、有機元件用材料、有機EL元件、顯示裝置和照明裝置,9c131c6c-0cbb-44f6-abb4-861cc22fd9bc
用以防止靜電放電的基板觸發電子元件,9bd517f3-4d82-416b-9dd0-082c77c1cf2d
製造鍺覆絕緣體型基材的方法,9deb95ec-5196-4ae2-af45-32b2fe52e440
以流體化床結晶技術從含磷廢水中將磷移除之處理方法,9e0d8130-19ee-4011-9ac1-d3ad2fcd48be
防狼噴霧鞋與遙控開關裝置,9fe49d36-ead4-4eba-8220-4f6e67338f8d
面齒輪之預設四階傳動誤差的設計方法及其產品,9d4e031c-fa54-4260-84db-ab5a768cc2f0
逆光致變色化合物及聚合物,9dcd7d77-a732-4709-900b-66f6f9aa8861
提升文圖搜尋結果相契合最佳化的搜尋過濾方法,9f051fa4-c4be-4ec5-b30f-bbcddb0e05bb
用於促進血管生成活性之含衍生自成體幹細胞之擬胞外體奈米囊胞之組成物及其製造方法,88af729f-67a3-439d-9b64-73803a71429b
治療肝細胞癌之方法,85f1809b-29a7-47cf-a629-f805e2c8c8f1
橫電場驅動型液晶顯示元件用液晶配向膜製造用組成物、使用該組成物之液晶配向膜及其製造方法、以及具有液晶配向膜之液晶顯示元件及其製造方法,8735bf6d-fa17-4fa7-97aa-3d97802ecaaa
氫排出膜,8738fe51-062b-4302-b8ff-423bd8d80c70
含聚苯乙烯乳膠顆粒及溫度感應型材料之緩釋型奈米纖維貼布及其製備方法,87615eda-3a5e-42ca-9a4b-c36b6b7a7a4a
赤道櫻草水萃取物的用途,8766681f-f6cf-437e-9047-8cacba860a61
密封包之輔助倒出裝置,834551fa-b1a5-491a-adc3-f310c42d19ff
雲端列印系統,a2ae974c-c2fa-4fcc-82c5-0c127bb8cae6
傷口量測電子尺具,a640c6e6-8de9-4de1-a4fd-c4e3c5a108f9
單埠靜態隨機存取記憶體,a6f7a3b7-9f2e-4595-981f-42fe4bfd1722
鞋模之組合式模仁,a7f522a9-534e-4516-a241-38e39708f3a3
車輛方向盤上手機放置裝置,a8142e60-e299-435f-ac4c-782532f2820a
智慧型殺菌力控制系統,a6cdad55-71a2-46c8-a3e9-bd45eccc309c
蜂蜜分餾物,a7c6dd36-36e1-4303-8570-348bfacb01ae
作為鈉離子電池組陰極材料之鈉錳氧化物的雙價金屬摻雜,a66b331b-9453-425f-a880-9f999db684a9
失智症治療藥或預防藥,b17e309c-5096-463e-9f1a-476115d25b91
７Ｔ靜態隨機存取記憶體,b1c6cd85-1727-4460-839f-163f0533b542
視訊編碼及解碼方法及使用該方法之裝置,a10d491e-d485-4f4a-8925-b2cfc2b593fc
發芽米萃取物的用途,a14afc55-0358-45de-8f09-c1e51fcceba0
抗菌清潔劑及其製造方法,a34b1e02-c3bf-43e2-b709-86f78bff8bc9
感測式骨頭固定元件,a0f87af0-78dd-4c34-9f92-1ab7347b6853
無線傾角感測系統,a4e886d4-7b6a-4332-9beb-4fdd1e62574d
醫藥組成物用於製備治療卵巢癌、輸卵管癌及腹膜癌之藥物上的用途,a4d54017-f74c-426a-9a17-d9808b45aed8
一種可產生拉絲之香皂及其製造方法,a1ce1fee-5bbd-401b-b5c0-1e913d5cd106
吹塵採樣器的採樣方法,a4521c36-2b7d-47e8-bfae-bbccbc5da654
自動採譜方法與相關應用程式產品,913b7c5c-455f-48f4-98cb-9ea54ec619f0
